,city,latitude,longitude,time dt,timezone,temperature,humidity_perc,cloudiness_perc,wind_speed
860,port+macquarie,-31.43,152.91,1561595979,36000,62.49,77,75,6.93
861,staroshcherbinovskaya,46.63,38.66,1561596201,10800,73.52,62,6,16.24
862,pamulang,-6.34,106.74,1561596202,25200,76.8,78,0,2.77
863,alta,69.97,23.27,1561596203,7200,51.8,62,75,13.87
864,port+hawkesbury,45.62,-61.36,1561595922,-10800,54.5,66,100,6.93
865,bodo,5.91,-4.68,1561596206,0,73.16,95,96,3.24
866,jawhar,19.91,73.23,1561596210,19800,81.44,80,94,2.91
867,jaisalmer,26.91,70.91,1561596011,19800,86.3,58,0,20.89
868,sinnamary,5.38,-52.96,1561596213,-10800,80.36,83,58,17.38
869,port+hedland,-20.31,118.58,1561596033,28800,62.6,82,73,4.7
870,shimoda,34.7,138.93,1561595989,32400,77.49,88,75,12.75
872,olesno,50.88,18.42,1561596217,7200,77.4,61,0,8.05
873,strezhevoy,60.73,77.6,1561596219,25200,50,100,90,6.71
874,wattegama,7.35,80.68,1561596040,19800,72.26,86,83,4.09
875,murgab,37.5,61.97,1561596011,18000,78.8,36,0,4.7
876,muzaffarpur,26.12,85.39,1561596222,19800,82.4,78,90,5.82
877,hervey+bay,-25.3,152.85,1561596224,36000,74.16,60,40,24.16
878,nantucket,41.28,-70.1,1561596225,-14400,65.19,93,1,4.7
879,saraland,30.82,-88.07,1561596074,-18000,86.16,58,40,6.93
880,plyussa,58.42,29.37,1561596227,10800,53.36,89,95,5.08
881,vila+velha,-3.71,-38.6,1561595910,-10800,79.75,78,20,8.05
882,langholm,55.15,-3,1561596230,3600,46.87,93,0,5.82
883,cochabamba,-17.39,-66.16,1561596231,-14400,59,38,0,3.36
884,lahaina,20.87,-156.68,1561596232,-36000,80.76,88,75,10.29
885,chenzhou,25.81,113.03,1561596234,28800,81.44,78,100,2.39
886,sawakin,19.1,37.33,1561596235,7200,80.9,23,28,2.1
887,babati,-4.21,35.75,1561596236,10800,54.8,97,86,5.84
888,shahgarh,24.31,79.12,1561596237,19800,86.3,55,100,11.56
889,zaterechnyy,44.8,45.21,1561596239,10800,75.86,74,100,1.14
890,kabare,-1.65,29.38,1561596240,7200,56.24,98,94,1.66
891,tayshet,55.94,98.01,1561596241,28800,64.7,71,31,4.38
892,san+javier,-27.87,-55.13,1561596243,-10800,42.74,80,0,2.82
893,mahibadhoo,3.78,72.97,1561596244,18000,83.42,75,100,7.58
894,kuala+lipis,4.19,102.05,1561596245,28800,72.8,93,98,1.03
895,volchikha,52.02,80.36,1561596247,25200,62.54,61,2,10.13
896,vysokogornyy,50.1,139.13,1561596248,36000,59.12,38,6,4.38
897,harbour+breton,47.48,-55.8,1561596249,-9000,51.38,74,82,6.17
898,bull+savanna,17.89,-77.59,1561596250,-18000,84.5,78,100,6.15
899,nieuw+amsterdam,5.88,-55.08,1561595993,-10800,78.48,78,40,16.49
900,beatrice,40.27,-96.75,1561596014,-18000,83.03,66,1,9.17
901,lakatoro,-16.11,167.42,1561596254,39600,81.44,78,95,14.58
903,pandan,11.72,122.09,1561596257,28800,82.7,78,100,14.52
904,ambilobe,-13.19,49.05,1561596028,10800,71.18,88,84,3.24
905,vanavara,60.35,102.28,1561596259,25200,72.08,50,0,3.11
906,nchelenge,-9.35,28.74,1561596260,7200,59.84,60,35,8.21
907,blairmore,49.61,-114.44,1561596262,-21600,64.27,59,75,4.99
908,uyovu,-3.28,31.53,1561596263,10800,70.28,58,96,2.39
909,shuangcheng,45.37,126.3,1561596264,28800,77,65,0,13.42
910,boca+do+acre,-8.76,-67.39,1561596265,-14400,78.92,67,17,2.21
911,les+ponts-de-ce,47.42,-0.52,1561596267,7200,78.57,74,0,9.17
912,aksu,52.04,76.93,1561596268,21600,66.2,93,0,6.71
913,burriana,39.89,-0.08,1561596269,7200,69.67,88,31,2.24
914,ugoofaaru,5.67,73,1561596271,18000,83.24,75,100,10.6
915,kangaatsiaq,68.31,-53.46,1561596272,-7200,40.22,78,0,17.76
916,buala,-8.15,159.59,1561596215,39600,84.68,71,87,7
917,jutai,-1.71,-47.89,1561596274,-10800,73.88,95,71,3.49
918,kantabanji,20.47,82.92,1561596276,19800,78.74,76,63,4.52
919,ouagadougou,12.37,-1.53,1561596277,0,84.2,66,1,11.88
920,cap+malheureux,-19.98,57.61,1561596278,14400,73.22,94,75,10.29
921,ishinomaki,38.42,141.3,1561596279,32400,78.8,61,75,4.7
922,nizhniy+tsasuchey,50.52,115.13,1561596281,32400,61.64,83,81,8.9
923,yarim,14.3,44.38,1561596007,10800,73.7,62,100,3.58
924,kinlochleven,56.71,-4.97,1561596283,3600,50.31,91,0,1.34
925,big+bend,-26.79,31.94,1561596284,7200,53,92,7,3.94
926,xuanhua,40.61,115.04,1561596286,28800,71.72,61,100,5.03
927,ledyard,41.44,-72.02,1561596287,-14400,72.43,100,40,6.93
928,khandagayty,50.73,92.07,1561596288,25200,47.42,76,35,4.07
929,waddan,29.16,16.14,1561596290,7200,79.1,50,0,6.42
930,la+union,14.97,-89.29,1561596291,-21600,75.99,1,41,6.13
931,gobardanga,22.87,88.76,1561596292,19800,84.2,94,75,8.05
932,uhlove,44.82,33.6,1561596294,10800,71.54,55,0,7.9
933,dafeng,33.2,120.46,1561596295,28800,82,62,71,2.44
934,sonoita,31.68,-110.66,1561596296,-25200,96.91,17,1,10.29
935,keningau,5.33,116.16,1561596297,28800,80.31,74,75,5.82
936,burgeo,47.61,-57.61,1561596299,-9000,49.58,81,100,1.16
937,marzuq,14.4,46.47,1561595973,10800,83.42,15,94,3.49
939,pokhara,28.21,83.99,1561596302,20700,55.34,78,43,3.02
940,okhotsk,59.36,143.24,1561596304,36000,72.98,37,14,15.88
941,steamboat+springs,40.48,-106.83,1561596048,-21600,75.11,24,40,6.93
943,vitry-le-francois,48.73,4.58,1561596307,7200,72.18,65,0,6.93
944,beloha,-25.17,45.06,1561596034,10800,65.24,83,0,10.65
945,nueve+de+julio,-31.67,-68.39,1561596310,-10800,47.42,28,48,1.45
946,walvis+bay,-22.95,14.51,1561596311,7200,57.06,82,53,13.87
947,mbanza-ngungu,-5.25,14.87,1561596312,3600,64.16,86,74,3.91
948,macrohon,10.08,124.94,1561596314,28800,83.42,76,97,7.92
949,barra+do+garcas,-15.89,-52.26,1561596289,-14400,68.66,59,9,1.97
950,rundu,-17.91,19.77,1561595926,7200,51.8,50,0,2.24
951,west+bay,49.34,-123.21,1561596317,-25200,71.04,64,75,13.87
952,stratford-upon-avon,52.19,-1.71,1561596319,3600,53.65,87,90,11.41
953,porbandar,21.64,69.61,1561596162,19800,83.42,86,0,12.82
954,basco,40.33,-91.2,1561596024,-18000,82.08,78,1,4.7
955,yizheng,24.67,103.43,1561596322,28800,72.25,54,87,4.5
956,narasannapeta,18.42,84.04,1561596323,19800,81.26,82,76,2.66
957,santiago,16.69,121.54,1561595969,28800,79.64,83,92,1.03
958,domna,51.9,113.16,1561596326,32400,60.8,82,40,6.71
959,ballina,54.11,-9.15,1561596327,3600,51.75,88,0,4
960,muyezerskiy,63.93,31.65,1561596329,10800,50.3,79,97,5.1
961,chavakkad,10.53,76.05,1561596330,19800,80.6,94,40,2.24
962,muravlenko,63.79,74.5,1561596262,18000,49.22,59,100,17.52
963,popondetta,-8.77,148.24,1561596332,36000,76.04,66,33,4.23
964,san+rafael,-34.61,-68.33,1561596334,-10800,48.86,32,59,7.36
965,gwembe,-16.5,27.61,1561596335,7200,57.86,60,62,4.34
966,etropole,42.83,24,1561596337,10800,63.01,93,0,3.36
967,mufumbwe,-13.68,24.8,1561595917,7200,54.8,59,0,5.64
968,japura,-0.42,102.29,1561596339,25200,74.24,93,39,2.84
969,cabra,37.47,-4.43,1561595910,7200,72.75,60,74,6.93
970,santa+isabel+do+rio+negro,-0.41,-65.02,1561595935,-14400,74.42,98,11,2.98
971,kandrian,-6.21,149.55,1561596343,36000,83.06,72,75,9.8
972,meadow+lake,54.13,-108.44,1561596344,-21600,66.2,63,75,11.41
973,epe,52.18,7.04,1561596345,7200,60.62,82,75,9.17
974,savannah+bight,16.45,-85.85,1561596346,-21600,83.24,80,67,22.19
975,gizo,31.8,34.94,1561595983,10800,70.5,60,0,3.36
976,mana,13.03,5.27,1561596349,3600,88.82,44,74,7.36
977,khuzhir,53.19,107.35,1561596350,28800,57.32,74,2,1.36
978,bountiful,40.89,-111.88,1561596351,-21600,84.79,18,1,23.04
979,mahon,51.89,-8.4,1561596353,3600,61.25,87,40,21.92
980,harer,42.19,-111.17,1561596354,-21600,75.76,15,1,17.22
981,maple+creek,49.91,-109.46,1561596355,-21600,73.52,39,45,6.06
983,nizhniy+mamon,50.19,40.51,1561596358,10800,58.4,76,32,5.35
984,bima,-8.45,118.73,1561596359,28800,70.64,83,1,3.27
986,clarence+town,-32.59,151.78,1561596362,36000,59.86,93,20,5.82
987,saint-pierre,48.95,4.24,1561596363,7200,73.36,83,0,11.41
988,udala,43.08,-2.51,1561596364,7200,70.95,34,20,6.93
989,singkang,2.1,102.8,1561596366,28800,77,88,75,5.46
990,boston,42.36,-71.06,1561596276,-14400,67.69,88,40,4.7
991,ca+mau,9.18,105.15,1561596368,25200,80.36,85,95,9.66
992,trat,12.25,102.51,1561596369,25200,85.14,94,20,5.82
993,oranjemund,-28.55,16.43,1561595928,7200,54.98,77,0,9.13
994,pokrovsk,61.48,129.14,1561596372,32400,70.28,48,24,2.13
995,fuyang,32.89,115.81,1561596373,28800,79.64,68,91,6.91
996,skibotn,69.39,20.27,1561596374,7200,46.4,87,90,23.04
997,zlatograd,41.38,25.09,1561596286,10800,60.56,91,2,7.63
998,pasighat,28.06,95.33,1561596377,19800,70.46,99,100,3.98
999,lensk,60.71,114.91,1561596378,32400,69.2,59,0,8.08
1000,hoshcha,50.6,26.67,1561596379,10800,67.22,83,48,8.28
1001,taunggyi,20.78,97.03,1561596381,23400,69.2,93,100,5.99
1002,bafoulabe,13.81,-10.83,1561596382,0,95.66,28,96,9.46
1003,honningsvag,70.98,25.97,1561596383,7200,45.62,90,100,23.87
1004,kayerkan,69.35,87.76,1561596230,25200,46.4,48,0,8.95
1005,daniel+flores,9.34,-83.67,1561596386,-21600,70.28,93,100,0.89
1006,ulladulla,-35.36,150.48,1561596387,36000,53.35,87,20,4.7
1007,zeya,53.74,127.27,1561596388,32400,66.14,45,59,5.37
1008,cutro,39.04,16.98,1561596390,7200,69.8,100,20,3.36
1009,wewak,-3.55,143.63,1561596391,36000,83.24,72,100,1.16
1010,kedrovyy,56.17,91.82,1561596392,25200,69.8,68,0,4.47
1011,panuco,22.88,-102.54,1561596394,-18000,78.8,31,75,13.87
1012,onega,63.91,38.09,1561596395,10800,49.76,85,100,8.25
1013,aketi,2.74,23.78,1561596396,7200,69.02,97,73,0.6
1014,usinsk,66,57.56,1561596397,10800,48.86,83,68,6.6
1015,saquena,-4.67,-73.52,1561596399,-18000,76.76,79,2,2.15
1016,copiapo,-27.37,-70.33,1561596400,-14400,51.8,87,0,1.12
1017,saint-joseph,43.56,6.97,1561596031,7200,76.78,69,0,4.7
1018,botngard,63.77,9.81,1561596402,7200,51.64,87,75,17.22
1019,comodoro+rivadavia,-45.87,-67.48,1561596404,-10800,48.2,61,0,17.22
1020,lumeje,-11.56,20.78,1561596405,3600,56.6,47,0,4.21
1021,pimentel,-3.7,-45.5,1561596406,-10800,73.52,94,91,1.36
1022,homer,59.64,-151.54,1561595952,-28800,66.18,77,1,11.41
1023,amga,60.89,131.98,1561596409,32400,72.08,40,0,2.28
1024,uttaradit,17.63,100.1,1561596410,25200,80.6,83,75,5.82
1025,sol-iletsk,51.16,55,1561596411,18000,52.64,89,72,4.23
1026,orotukan,62.26,151.67,1561596413,39600,68.84,29,67,14.52
1027,quatre+cocos,-20.21,57.76,1561596414,14400,73.2,94,75,10.29
1028,panjab,34.38,67.02,1561596415,16200,42.02,38,0,5.91
1029,nicoya,10.15,-85.45,1561596416,-21600,84.2,58,40,12.75
1030,uglovoye,44.82,33.6,1561596294,10800,71.54,55,0,7.9
1031,dobre+miasto,53.99,20.4,1561596419,7200,64.88,92,58,15.41
1032,arlit,18.74,7.39,1561596117,3600,94.58,19,53,9.4
1033,paragould,36.06,-90.5,1561596421,-18000,73.94,100,65,10.29
1034,nguruka,-5.11,31.04,1561596423,10800,70.46,56,77,0.54
1035,road+town,18.42,-64.62,1561596424,-14400,81.23,83,40,8.05
1036,nalut,31.86,10.98,1561596425,7200,75.5,52,0,11.56
1037,nelson+bay,-32.72,152.14,1561596010,36000,60.39,93,20,5.82
1038,shelburne,44.08,-80.2,1561596428,-14400,75.13,47,1,6.93
1039,kokoda,-8.88,147.74,1561596429,36000,71.36,72,31,3.15
1040,banchory,57.05,-2.5,1561596430,3600,49.86,87,0,2.24
1041,abu+samrah,35.3,37.18,1561595972,10800,76.76,47,0,9.13
1042,taoudenni,22.68,-3.98,1561595965,0,98.54,7,0,11.74
1043,palana,59.08,159.95,1561595957,43200,50.66,72,92,13.69
1044,ambatondrazaka,-17.82,48.43,1561596435,10800,57.68,88,76,8.48
1045,hailey,43.52,-114.32,1561596436,-21600,73.4,28,40,5.82
1047,beihai,38.95,121.19,1561596439,28800,78.69,61,0,2.24
1048,morros,-2.87,-44.04,1561595910,-10800,78.8,88,20,3.36
1050,khakhea,-24.69,23.5,1561596442,7200,56.06,70,50,15.61
1051,wanning,48.64,13.53,1561596269,7200,71.67,73,0,8.05
1052,elizabeth+city,36.3,-76.22,1561595933,-14400,79.25,54,1,4.7
1053,mayor+pablo+lagerenza,-19.93,-60.77,1561596446,-14400,63.08,42,45,6.55
1055,hearst,49.69,-83.67,1561596448,-14400,68.3,63,67,11.92
1056,praia+da+vitoria,38.73,-27.07,1561596450,0,64.18,77,75,16.37
1057,moindou,-21.69,165.68,1561596451,39600,71.6,83,90,10.29
1058,qasigiannguit,68.82,-51.19,1561595971,-7200,42.8,75,0,5.82
1060,tawau,4.26,117.89,1561596455,28800,82.4,88,75,2.24
1062,correntina,-13.34,-44.63,1561596457,-10800,68.12,54,21,3.44
1063,zhuravka,48.23,37.37,1561596459,10800,60.92,74,23,3.44
1065,pangoa,-12.12,-73,1561596461,-18000,71.18,83,28,0.78
1066,ankazoabo,-22.29,44.51,1561595972,10800,59.48,81,0,3.85
1068,niesky,51.29,14.82,1561596465,7200,74.98,62,0,6.69
1069,mayumba,-3.44,10.65,1561595949,3600,73.7,79,32,9.15
1071,temba,-25.38,28.26,1561596468,7200,48.51,86,35,3
1072,rennes,48.11,-1.68,1561596469,7200,68.94,88,0,5.82
1073,korhogo,9.46,-5.63,1561596471,0,74.78,81,18,7.92
1074,ures,30.73,-112.95,1561596472,-25200,90.32,23,35,11.01
1075,umba,66.69,34.34,1561596473,10800,51.92,70,99,4
1076,yenagoa,4.92,6.26,1561596475,3600,73.16,98,100,3.47
1077,boende,-0.28,20.88,1561596476,3600,72.62,93,75,2.44
1078,zaraysk,54.76,38.88,1561596477,10800,55.99,84,100,1.59
1079,ewo,-0.88,14.81,1561596478,3600,74.24,76,16,8.55
1081,hazleton,40.96,-75.99,1561596481,-14400,72.66,88,1,3.71
1082,mwene-ditu,-7.01,23.45,1561596002,7200,67.94,45,2,4.29
1083,mabay,20.35,-76.78,1561596483,-14400,84.2,70,20,13.87
1084,solnechnyy,50.72,136.64,1561596485,36000,57.86,50,0,6.58
1085,novyy+urgal,51.07,132.56,1561596486,36000,59.84,60,100,4.99
1086,vendome,47.44,-0.57,1561596487,7200,78.13,74,0,9.17
1087,pampas,-12.4,-74.87,1561596488,-18000,39.5,94,31,4.34
1088,havoysund,71,24.66,1561595955,7200,44.6,93,75,27.51
1089,visby,57.64,18.3,1561596491,7200,60.58,93,90,8.05
1090,moba,-7.04,29.77,1561596492,7200,59.84,66,10,3.67
1091,guiyang,26.58,106.71,1561596493,28800,73.4,94,90,4.47
1092,kawalu,-7.38,108.21,1561596219,25200,68.12,95,98,3.06
1093,apucarana,-23.55,-51.46,1561596496,-10800,62.51,93,40,10.29
1094,jinxiang,35.07,116.31,1561596497,28800,87.01,47,100,7.74
1095,itapui,-22.23,-48.72,1561596498,-10800,69.01,65,100,5.01
1096,guaira,-24.09,-54.26,1561596500,-10800,53.18,95,55,2.28
1097,frankfort,38.2,-84.87,1561596313,-14400,82.74,69,1,4.85
1098,salinas,36.67,-121.66,1561596502,-25200,68.74,60,1,24.16
1099,tselinnoye,45.9,34.18,1561596504,10800,71,62,0,9.01
1100,dwarka,28.58,77.04,1561596505,19800,93.51,58,40,5.82
1101,antofagasta,-23.65,-70.4,1561595668,-14400,55.4,76,75,8.05
1102,ocho+rios,18.41,-77.1,1561596498,-18000,86,58,40,21.92
1103,nouakchott,18.08,-15.98,1561596322,0,86,48,8,17.22
1104,hunterville,-39.94,175.57,1561596510,43200,50.92,66,3,3
1105,camopi,3.17,-52.33,1561596511,-10800,72.44,98,95,2.33
1106,pilar,-34.46,-58.91,1561596512,-10800,50.02,61,0,6.93
1107,voyvozh,62.89,54.96,1561596514,10800,45.8,70,21,1.19
1108,tilichiki,60.47,166.1,1561596039,43200,55.16,59,99,6.02
1109,calama,-22.46,-68.93,1561596516,-14400,53.6,18,0,5.82
1110,praya,-8.71,116.27,1561596408,28800,73.4,88,20,2.24
1112,amot,59.57,7.99,1561596520,7200,57,62,2,5.82
1113,vung+tau,10.35,107.08,1561596521,25200,79.28,82,96,8.46
1114,kungurtug,50.6,97.53,1561596522,25200,42.74,96,99,2.35
1115,aplahoue,6.93,1.68,1561596523,3600,73.34,95,85,4.88
1116,ayan,38.23,44.7,1561595944,16200,55.7,62,0,2.51
1117,fortuna+foothills,32.66,-114.41,1561596526,-25200,98.11,8,1,13.87
1119,hofn,64.25,-15.21,1561595923,0,44,85,79,13.35
1121,mount+gambier,-37.83,140.78,1561595989,34200,55.4,71,14,12.75
1122,ejea+de+los+caballeros,42.13,-1.14,1561596532,7200,77.34,32,44,13.87
1123,apatity,67.57,33.4,1561596533,10800,50.3,89,100,7.18
1124,colesberg,-30.72,25.1,1561596535,7200,36.98,42,0,7.58
1125,acajutla,13.59,-89.83,1561596463,-21600,85.4,65,63,4.43
1126,lovendegem,51.1,3.61,1561596537,7200,61.07,87,0,12.75
1127,camacupa,-12.02,17.48,1561596538,3600,54.08,40,0,0.92
1128,sumter,33.92,-80.34,1561596540,-14400,79.59,88,1,4.32
1129,jiangyou,31.78,104.73,1561596541,28800,63.44,93,100,2.15
1130,seoul,37.57,126.98,1561596219,32400,75.34,73,75,4.7
1131,fukuma,33.77,130.47,1561596543,32400,77.23,88,75,21.92
1132,gorontalo,0.54,123.06,1561596305,28800,81.44,77,43,9.04
1133,zalantun,48,122.72,1561595951,28800,60.92,90,100,9.46
1134,eureka,40.8,-124.16,1561596547,-25200,60.44,59,75,6.93
1135,porto+velho,-8.75,-63.87,1561596549,-14400,77,83,75,2.24
1136,esmeraldas,-19.76,-44.31,1561596550,-10800,72.48,49,0,5.82
1137,quelimane,-17.88,36.89,1561596551,7200,66.2,88,20,3.36
1138,galion,40.73,-82.79,1561596552,-14400,82.08,51,1,4.7
1139,nuqui,5.71,-77.27,1561596554,-18000,80.6,88,75,8.3
1142,makinsk,52.63,70.42,1561596292,21600,49.76,92,100,7.16
1143,turayf,31.68,38.65,1561596558,10800,80.6,30,0,11.41
1144,loiza,18.43,-65.88,1561596560,-14400,80.87,78,20,8.05
1145,tsumeb,-19.25,17.72,1561596221,7200,55.16,31,34,3.47
1146,kiunga,-6.12,141.3,1561596562,36000,75.32,95,99,4.07
1147,lebanon,40.34,-76.42,1561596462,-14400,79.84,54,1,5.82
1148,port+augusta,-32.49,137.76,1561595981,34200,58.78,59,0,9.17
1149,guna,24.65,77.32,1561596566,19800,87.2,48,62,13.29
1150,kalangala,-0.32,32.29,1561596567,10800,70.64,75,100,5.32
1151,axim,4.87,-2.24,1561596212,0,76.94,88,100,10.78
1152,virginia+beach,36.85,-75.98,1561596324,-14400,80.22,65,1,7.49
1153,novochernorechenskiy,56.27,91.08,1561596571,25200,62.36,81,12,0.87
1155,lumphat,13.5,106.97,1561596573,25200,76.76,96,100,5.46
1156,zambezi,-13.55,23.12,1561596575,7200,54.62,55,0,4.38
1157,fereydunshahr,32.94,50.12,1561596576,16200,62.36,25,0,8.34
1158,sawtell,-30.38,153.1,1561596577,36000,62.51,82,76,12.75
1159,khorramshahr,30.43,48.18,1561596578,16200,92.19,23,0,6.93
1160,kuytun,54.34,101.51,1561596580,28800,60.38,89,96,1.3
1161,seredka,58.06,38.14,1561596581,10800,47.06,95,1,1.74
1162,old+saybrook,41.29,-72.38,1561596582,-14400,73.8,69,1,3.36
1163,lichinga,-13.3,35.25,1561596583,7200,59.66,74,9,4.05
1164,taree,-31.91,152.46,1561596585,36000,61.41,77,75,6.93
1165,balkanabat,39.51,54.36,1561596586,18000,90.8,26,35,16.31
1166,weihai,37.5,122.11,1561596587,28800,71.01,40,74,8.99
1167,buenaventura,3.89,-77.07,1561596589,-18000,80.54,85,45,11.34
1168,bom+jesus,-9.08,-44.36,1561596590,-10800,70.82,54,0,2.55
1169,ust-kuyga,70,135.55,1561596591,36000,79.64,24,0,2.24
1170,langsa,4.47,97.97,1561596549,25200,67.22,87,97,3.29
1171,yermakovskoye,53.28,92.4,1561596594,25200,56.24,84,81,1.77
1173,ayagoz,47.96,80.43,1561596596,21600,62.54,51,0,2.84
1174,russell,38.9,-98.86,1561596598,-18000,89.1,41,1,18.34
1175,awbari,26.59,12.77,1561596599,7200,88.64,20,7,15.08
1177,watertown,44.9,-97.12,1561596601,-18000,83.66,38,1,5.32
1178,gonen,33.12,35.65,1561596603,10800,70,86,0,3.13
1180,buraydah,26.33,43.97,1561596374,10800,82.4,32,0,3.36
1181,kushiro,43.11,144.15,1561596606,32400,66.2,77,75,8.05
1182,loreto,-23.27,-57.32,1561596468,-14400,53.54,79,0,3.56
1184,yibin,28.77,104.64,1561596613,28800,72.44,97,100,2.01
1185,varkkallai,8.73,76.71,1561596614,19800,80.6,88,40,3.36
1186,talcahuano,-36.72,-73.12,1561596616,-14400,55.4,93,90,16.11
1187,assare,-6.87,-39.88,1561596617,-10800,68.3,54,88,2.73
1188,mackenzie,55.34,-123.09,1561596521,-25200,77,25,1,9.17
1189,muli,28.08,109.56,1561596619,28800,73.16,83,80,2.64
1190,trincomalee,8.58,81.23,1561596621,19800,79.64,74,88,9.48
1191,cuenca,-2.9,-79,1561596488,-18000,62.6,67,75,10.29
1192,srivardhan,18.03,73.02,1561596623,19800,80.54,85,41,6.15
1193,ola,59.58,151.3,1561596624,39600,53.72,67,16,7.14
1194,san-pedro,4.75,-6.64,1561596378,0,71.72,98,97,3.13
1195,boffa,10.18,-14.04,1561596627,0,80,84,100,7
1196,chirnside,55.8,-2.21,1561596628,3600,48.38,93,0,6.93
1197,buta,2.79,24.73,1561596630,7200,68.84,98,76,1.05
1199,arecibo,18.47,-66.72,1561596632,-14400,79.97,83,75,9.17
1200,staryy+nadym,65.61,72.68,1561596633,18000,47.06,69,84,11.12
1201,chaohu,31.63,117.88,1561596635,28800,78.8,83,100,4.47
1202,bedesa,8.9,40.78,1561596636,10800,64.88,74,94,9.93
1205,tandil,-37.33,-59.14,1561596640,-10800,45.52,63,15,1.99
1206,sattahip,12.67,100.9,1561596641,25200,88.16,74,40,8.05
1207,las+margaritas,16.32,-91.98,1561596642,-18000,63.26,97,63,2.64
1208,benemerito+de+las+americas,16.52,-90.64,1561596643,-21600,69.92,99,89,1.36
1209,frontera,18.53,-92.64,1561596645,-18000,91.4,55,40,10.29
1210,mega,4.06,38.32,1561596646,10800,72.98,61,48,9.93
1211,kailahun,8.28,-10.57,1561596647,0,70.64,99,100,1.68
1212,sant+julia+de+loria,42.46,1.49,1561596649,7200,66.92,26,0,3
1213,eyl,7.98,49.82,1561596650,10800,78.2,64,68,28.07
1214,anloga,5.79,0.9,1561596651,0,76.76,86,72,8.5
1215,zhaotong,27.34,103.71,1561596218,28800,63.08,95,100,1.01
1216,straumen,63.87,11.3,1561596654,7200,51.66,76,75,20.8
1218,kasempa,-13.46,25.83,1561596656,7200,54.8,63,0,7.49
1219,sistranda,63.73,8.83,1561596657,7200,51.67,87,75,17.22
1220,santa+rosa,38.44,-122.71,1561596427,-25200,67.01,52,1,6.93
1221,mildura,-34.18,142.16,1561596661,36000,59.7,58,0,11.41
1222,colares,38.8,-9.45,1561596662,3600,60.82,93,20,3.36
1223,pachelma,53.33,43.32,1561596664,10800,56.6,86,100,6.53
1224,oktyabrskoye,56.73,85.44,1561596552,25200,63.81,72,0,4.47
1225,magadan,59.56,150.8,1561596617,39600,52.64,68,16,3.62
1226,sangar,63.92,127.47,1561596667,32400,73.34,45,0,1.23
1228,bonaventure,48.04,-65.49,1561596670,-14400,62.6,82,90,9.17
1229,borova,50.18,30.1,1561596671,10800,68.11,77,0,4.47
1230,taseyevo,57.22,94.9,1561596672,25200,70.1,62,79,2.19
1231,tenkodogo,11.78,-0.37,1561596673,0,85.76,53,3,9.31
1233,lubao,-5.39,25.75,1561596276,7200,71.72,44,37,2.75
1234,saint-denis,48.94,2.36,1561596439,7200,71.11,83,4,10.29
1235,kachug,53.96,105.89,1561596678,28800,56.78,90,95,1.19
1236,wairoa,-39.04,177.43,1561596680,43200,57.99,56,0,2.26
1237,jiblah,13.92,44.15,1561596681,10800,72.8,66,98,1.92
1238,morant+bay,17.88,-76.41,1561596682,-18000,86,58,40,21.92
1239,amapa,15.09,-87.97,1561596683,-21600,80.13,83,40,11.41
1240,point+fortin,10.16,-61.68,1561596685,-14400,79.93,78,20,8.05
1241,baie-comeau,49.22,-68.15,1561596605,-14400,62.29,87,90,10.29
1242,gisborne,-38.66,178.02,1561596687,43200,57.99,56,0,4.76
1244,mpika,-11.84,31.4,1561596690,7200,56.42,74,0,8.39
1245,hauterive,49.18,-68.27,1561596691,-14400,62.29,87,90,10.29
1246,cassilandia,-19.11,-51.73,1561596692,-14400,67.94,79,93,2.59
1247,yanji,42.89,129.5,1561596694,28800,77.12,48,67,2.8
1248,kendari,-3.99,122.52,1561596695,28800,77.12,79,20,1.43
1250,devrek,41.22,31.96,1561596697,10800,76.76,82,15,17.29
1251,kertosono,-7.59,112.11,1561596699,25200,74.06,79,13,13.82
1252,whitecourt,54.14,-115.68,1561596700,-21600,64.4,55,75,4.7
1253,goundam,16.42,-3.66,1561596701,0,98,23,0,19.66
1254,moussoro,13.64,16.49,1561596703,3600,90.26,45,100,17.16
1255,babayurt,43.6,46.78,1561596704,10800,72.44,70,100,0.81
1256,sarakhs,36.54,61.16,1561596706,16200,79.28,12,0,6.44
1257,skibbereen,51.55,-9.27,1561596707,3600,59,87,40,21.92
1259,lavumisa,-27.31,31.88,1561596709,7200,52.1,94,1,3.96
1260,ilhabela,-23.78,-45.36,1561596711,-10800,72.8,87,15,5.99
1261,manggar,-2.88,108.27,1561596712,25200,78.92,88,55,3.69
1262,remetea,46.74,22.35,1561596713,10800,68,94,9,8.05
1263,valdivia,-39.81,-73.25,1561596715,-14400,45.62,96,97,6.29
1264,clarksville,36.53,-87.36,1561596665,-18000,83.25,66,1,6.93
1265,itapuranga,-15.56,-49.95,1561596717,-10800,67.76,53,0,1.16
1266,pyaozerskiy,65.83,31.17,1561596718,10800,46.88,76,75,5.75
1268,boundiali,9.53,-6.48,1561596721,0,73.7,83,24,8.03
1270,ikom,5.96,8.72,1561596723,3600,71.9,97,98,1.86
1271,manavalakurichi,8.13,77.3,1561596685,19800,80.6,88,40,3.36
1272,long+beach,30.35,-89.15,1561596428,-18000,86.13,58,1,3.36
1274,ziniare,12.58,-1.3,1561596728,0,84.2,66,1,12.41
1275,xai-xai,-25.04,33.64,1561596730,7200,60.56,93,0,1.86
